id,name_clean,name_last_first,name_key,country_clean,country_key,appearance_count,years,medals_by_year,rank_averages_by_year,percentiles_by_year,contestant_ids,name_variants,country_variants
985,Eason U. Wong,"Wong, Eason U.",eason u wong,Philippines,philippines,1,2013,2013:Bronze,2013:77.5,2013:0.7363945578,,,Philippines
986,Eion Nikolai S. Chua,"Chua, Eion Nikolai S.",eion nikolai s chua,Philippines,philippines,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,PHI2D01,,Philippines
987,Ellison Matthew S. Ang,"Ang, Ellison Matthew S.",ellison matthew s ang,Philippines,philippines,1,2021,2021:Silver,2021:27,2021:0.9134615385,PHL2D-P01,,Philippines
988,Enzo Rafael S. Chan,"Chan, Enzo Rafael S.",enzo rafael s chan,Philippines,philippines,1,2017,2017:Bronze,2017:102,2017:0.6588628763,PHI2C01,,Philippines
989,Erik Nathan Belizario Estiva,"Estiva, Erik Nathan Belizario",erik nathan belizario estiva,Philippines,philippines,1,2022,2022:Merit,2022:166,2022:0.4236111111,PHL2C-P03,,Philippines
990,Erin Christen L. Noceda,"Noceda, Erin Christen L.",erin christen l noceda,Philippines,philippines,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,PHI2B03,,Philippines
991,Ervin Joshua V. Bautista,"Bautista, Ervin Joshua V.",ervin joshua v bautista,Philippines,philippines,1,2019,2019:Bronze,2019:66.5,2019:0.7392156863,PHI2A01,,Philippines
992,Ethan Jared Reyes Chan,"Chan, Ethan Jared Reyes",ethan jared reyes chan,Philippines,philippines,1,2018,2018:Gold,2018:21.5,2018:0.9315286624,PHI2A02,Ethan Jared Chan,Philippines
993,Feivel N. Pulusan,"Pulusan, Feivel N.",feivel n pulusan,Philippines,philippines,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,PHL2E-P03,,Philippines
994,Francis Rafael C. Flor,"Flor, Francis Rafael C.",francis rafael c flor,Philippines,philippines,1,2019,2019:Merit,2019:109,2019:0.5725490196,PHI2D01,,Philippines
995,Franze Micah D. Castañeda,"Castañeda, Franze Micah D.",franze micah d castaneda,Philippines,philippines,1,2019,2019:Merit,2019:131,2019:0.4862745098,PHI2C02,,Philippines
996,Frederick Ivan Tiong Tan,"Tan, Frederick Ivan Tiong",frederick ivan tiong tan,Philippines,philippines,2,2015;2016,2015:Bronze;2016:Bronze,2015:93;2016:74,2015:0.6980519481;2016:0.7175572519,PHI2D04;PHI-SP-C29,Frederick Ivan T. Tan,Philippines
997,Fredrick Lance R. Lim,"Lim, Fredrick Lance R.",fredrick lance r lim,Philippines,philippines,1,2014,2014:Silver,2014:39,2014:0.8792569659,PHI2B02,,Philippines
998,Gabriel R. Bonifacio,"Bonifacio, Gabriel R.",gabriel r bonifacio,Philippines,philippines,1,2021,2021:Merit,2021:136.5,2021:0.5625,PHL2E-P01,,Philippines
999,Gadriel Symone R. Dalangin,"Dalangin, Gadriel Symone R.",gadriel symone r dalangin,Philippines,philippines,1,2019,2019:Bronze,2019:87,2019:0.6588235294,PHI2B02,,Philippines
1000,Genrish Nacagne Ng,"Ng, Genrish Nacagne",genrish nacagne ng,Philippines,philippines,1,2015,2015:Gold,2015:20,2015:0.9350649351,PHI2C02,,Philippines
1001,Gregory Charles K. Tiong,"Tiong, Gregory Charles K.",gregory charles k tiong,Philippines,philippines,1,2014,2014:Merit,2014:185.5,2014:0.4256965944,PHI2A04,,Philippines
1002,Grian Abiel S. Bautista,"Bautista, Grian Abiel S.",grian abiel s bautista,Philippines,philippines,1,2021,2021:Merit,2021:136.5,2021:0.5625,PHL2C-P01,,Philippines
1003,Hans Benedict B. Gaw Te,"Te, Hans Benedict B. Gaw",hans benedict b gaw te,Philippines,philippines,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,PHI2A03,,Philippines
1004,Immanuel Josiah Ang Balete,"Balete, Immanuel Josiah Ang",immanuel josiah ang balete,Philippines,philippines,1,2015,2015:Silver,2015:33.5,2015:0.8912337662,PHI2B01,,Philippines
1005,Jaden Nathan Tanking Hernandez,"Hernandez, Jaden Nathan Tanking",jaden nathan tanking hernandez,Philippines,philippines,1,2022,2022:Merit,2022:131,2022:0.5451388889,PHL2B-P02,,Philippines
1006,Jan Cedrick J. Quintin,"Quintin, Jan Cedrick J.",jan cedrick j quintin,Philippines,philippines,1,2016,2016:Bronze,2016:97,2016:0.6297709924,PHI-SP-A21,,Philippines
1007,Jan Francis V. Tamanu,"Tamanu, Jan Francis V.",jan francis v tamanu,Philippines,philippines,1,2021,2021:Bronze,2021:112.5,2021:0.6394230769,PHL2E-P04,,Philippines
1008,Janelle Caryl Woo Ng,"Ng, Janelle Caryl Woo",janelle caryl woo ng,Philippines,philippines,2,2022;2023,2022:Bronze;2023:Bronze,2022:102.5;2023:109,2022:0.6440972222;2023:0.6461038961,PHL2A-P03;PHL2B-P04,,Philippines
1009,Jared Cobe Woo Ng,"Ng, Jared Cobe Woo",jared cobe woo ng,Philippines,philippines,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,PHL2A-P04,Jared Cobe W. Ng,Philippines
1010,Jaymi Mae Lim Ching,"Ching, Jaymi Mae Lim",jaymi mae lim ching,Philippines,philippines,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,Jaymi Mae L. Ching,Philippines
1011,Jenelle Nyka Gan Lee,"Lee, Jenelle Nyka Gan",jenelle nyka gan lee,Philippines,philippines,1,2023,2023:Merit,2023:157,2023:0.4902597403,PHL2D-P03,,Philippines
1012,Jessica Loraine Ngo Gan,"Gan, Jessica Loraine Ngo",jessica loraine ngo gan,Philippines,philippines,1,2015,2015:Silver,2015:58,2015:0.8116883117,PHI2C01,,Philippines
1013,Jia Ruth Lauren P. Condino,"Condino, Jia Ruth Lauren P.",jia ruth lauren p condino,Philippines,philippines,1,2021,2021:Bronze,2021:72,2021:0.7692307692,PHL2B-P03,,Philippines
1014,Jinger S. Chong,"Chong, Jinger S.",jinger s chong,Philippines,philippines,1,2013,2013:Gold,2013:1,2013:0.9965986395,,,Philippines
1015,John Florence A. Dizon,"Dizon, John Florence A.",john florence a dizon,Philippines,philippines,1,2018,2018:Silver,2018:37.5,2018:0.8805732484,PHI2C03,,Philippines
1016,Jonathan Conrad G. Yu,"Yu, Jonathan Conrad G.",jonathan conrad g yu,Philippines,philippines,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,PHI2B04,,Philippines
1017,Jose Ignacio A. Locsin,"Locsin, Jose Ignacio A.",jose ignacio a locsin,Philippines,philippines,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Philippines
1018,Jose Oliver F. Narvasa,"Narvasa, Jose Oliver F.",jose oliver f narvasa,Philippines,philippines,1,2016,2016:Merit,2016:166,2016:0.3664122137,PHI-SP-B24,,Philippines
1019,Joshua Miguel D. Mariano,"Mariano, Joshua Miguel D.",joshua miguel d mariano,Philippines,philippines,1,2017,2017:Merit,2017:162,2017:0.4581939799,PHI2D04,,Philippines
1020,Juan Pablo U. Abola,"Abola, Juan Pablo U.",juan pablo u abola,Philippines,philippines,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,PHI2B01,,Philippines
1021,Justin Teng Soon T. Khoo,"Khoo, Justin Teng Soon T.",justin teng soon t khoo,Philippines,philippines,1,2016,2016:Bronze,2016:97,2016:0.6297709924,PHI-SP-C27,,Philippines
1022,Justine Aaron S. Co,"Co, Justine Aaron S.",justine aaron s co,Philippines,philippines,1,2021,2021:Merit,2021:136.5,2021:0.5625,PHL2C-P02,,Philippines
1023,Kai Daniella Ty Hong,"Hong, Kai Daniella Ty",kai daniella ty hong,Philippines,philippines,1,2022,2022:Bronze,2022:75,2022:0.7395833333,PHL2A-P02,,Philippines
1024,Kate Dominique Kung Siaco,"Siaco, Kate Dominique Kung",kate dominique kung siaco,Philippines,philippines,1,2021,2021:Silver,2021:38,2021:0.8782051282,PHL2D-P02,Kate Dominique K. Siaco,Philippines
1025,Kei Hang Derek Hao Chan,"Chan, Kei Hang Derek Hao",kei hang derek hao chan,Philippines,philippines,1,2017,2017:Silver,2017:22,2017:0.9264214047,PHI2B01,Kei Hang Derek Chan,Philippines
1026,Kristen Steffi S. Teh,"Teh, Kristen Steffi S.",kristen steffi s teh,Philippines,philippines,1,2017,2017:Silver,2017:33.5,2017:0.8879598662,PHI2C04,,Philippines
1027,Krystal O. Lim Tiong Soon,"Lim Tiong Soon, Krystal O.",krystal o lim tiong soon,Philippines,philippines,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,PHI2B03,,Philippines
1028,Kylee Wiona V. Sy,"Sy, Kylee Wiona V.",kylee wiona v sy,Philippines,philippines,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,PHI2C04,,Philippines
1029,Lance Gabriel Torion Madrazo,"Madrazo, Lance Gabriel Torion",lance gabriel torion madrazo,Philippines,philippines,2,2021;2022,2021:Silver;2022:Bronze,2021:53;2022:102.5,2021:0.8301282051;2022:0.6440972222,PHL2C-P03;PHL2D-P02,Lance Gabriel T. Madrazo,Philippines
1030,Lance Heinrich Sy Lim,"Lim, Lance Heinrich Sy",lance heinrich sy lim,Philippines,philippines,2,2015;2016,2015:Bronze;2016:Merit,2015:93;2016:122.5,2015:0.6980519481;2016:0.5324427481,PHI2D03;PHI-SP-A20,Lance Heinrich S. Lim;Lance Henrich Sy Lim,Philippines
1031,Luke Matthews B Bernardo,"Bernardo, Luke Matthews B",luke matthews b bernardo,Philippines,philippines,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Philippines
1032,Luke Sebastian C. Sy,"Sy, Luke Sebastian C.",luke sebastian c sy,Philippines,philippines,1,2019,2019:Silver,2019:30,2019:0.8823529412,PHI2D03,,Philippines
1033,Ma. Leibniz Charisse D. Parra,"Parra, Ma. Leibniz Charisse D.",ma leibniz charisse d parra,Philippines,philippines,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,PHI2C03,,Philippines
1034,Marco Erano Dumale,"Dumale, Marco Erano",marco erano dumale,Philippines,philippines,1,2016,2016:Merit,2016:166,2016:0.3664122137,PHI-SP-D31,,Philippines
1035,Maria Samantha J. Cristobal,"Cristobal, Maria Samantha J.",maria samantha j cristobal,Philippines,philippines,1,2021,2021:Merit,2021:163,2021:0.4775641026,PHL2B-P04,,Philippines
1036,Maricier Vily M. Carambas,"Carambas, Maricier Vily M.",maricier vily m carambas,Philippines,philippines,1,2021,2021:Merit,2021:136.5,2021:0.5625,MYS2A-P01,,Philippines
1037,Marjana Ysabella O. Montañez,"Montañez, Marjana Ysabella O.",marjana ysabella o montanez,Philippines,philippines,1,2014,2014:Merit,2014:135,2014:0.5820433437,PHI2D02,,Philippines
1038,Matthew Charles C. Carpio,"Carpio, Matthew Charles C.",matthew charles c carpio,Philippines,philippines,1,2017,2017:Merit,2017:132,2017:0.5585284281,PHI2D01,,Philippines
1039,Mi Jung Pak,"Pak, Mi Jung",mi jung pak,Philippines,philippines,1,2017,2017:Bronze,2017:76,2017:0.745819398,PHI2E01,,Philippines
1040,Miguel I. Cayetano,"Cayetano, Miguel I.",miguel i cayetano,Philippines,philippines,1,2019,2019:Bronze,2019:87,2019:0.6588235294,PHI2B01,,Philippines
1041,Misha Elise Vale Marcelo,"Marcelo, Misha Elise Vale",misha elise vale marcelo,Philippines,philippines,1,2022,2022:Merit,2022:201.5,2022:0.3003472222,PHL2C-P04,,Philippines
1042,Mohammad Nur G. Casib,"Casib, Mohammad Nur G.",mohammad nur g casib,Philippines,philippines,1,2019,2019:Silver,2019:30,2019:0.8823529412,PHI2A02,,Philippines
1043,Muhammad-Farouk II P. Tan,"Tan, Muhammad-Farouk II P.",muhammad farouk ii p tan,Philippines,philippines,1,2019,2019:Merit,2019:109,2019:0.5725490196,PHI2B04,,Philippines
1044,Naomi Anne A. King,"King, Naomi Anne A.",naomi anne a king,Philippines,philippines,1,2014,2014:Merit,2014:135,2014:0.5820433437,PHI2C02,,Philippines
1045,Nathan Mayer Q. Dy,"Dy, Nathan Mayer Q.",nathan mayer q dy,Philippines,philippines,1,2017,2017:Merit,2017:162,2017:0.4581939799,PHI2A01,,Philippines
1046,Neo Angelo G. Gatlabayan,"Gatlabayan, Neo Angelo G.",neo angelo g gatlabayan,Philippines,philippines,1,2019,2019:Silver,2019:47.5,2019:0.8137254902,PHI2A03,,Philippines
1047,Noel Stephen M. Dequito,"Dequito, Noel Stephen M.",noel stephen m dequito,Philippines,philippines,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,PHI2B02,,Philippines
1048,Patric Xamwell C. Legaspi,"Legaspi, Patric Xamwell C.",patric xamwell c legaspi,Philippines,philippines,1,2019,2019:Bronze,2019:87,2019:0.6588235294,PHI2D02,,Philippines
1049,Patricia Faith Escalona Capito,"Capito, Patricia Faith Escalona",patricia faith escalona capito,Philippines,philippines,1,2015,2015:Bronze,2015:93,2015:0.6980519481,PHI2B02,,Philippines
1050,Paul Vincent Leandrei Laylo Navarro,"Navarro, Paul Vincent Leandrei Laylo",paul vincent leandrei laylo navarro,Philippines,philippines,2,2021;2022,2021:Merit;2022:Merit,2021:136.5;2022:166,2021:0.5625;2022:0.4236111111,PHL2E-P02;PHL2B-P03,Paul Vincent Leandrei L. Navarro,Philippines
1051,Peter Jacob Enrile Lopingco,"Lopingco, Peter Jacob Enrile",peter jacob enrile lopingco,Philippines,philippines,1,2023,2023:Bronze,2023:109,2023:0.6461038961,PHL2B-P03,,Philippines
1052,Regina Beatrice S. Bonifacio,"Bonifacio, Regina Beatrice S.",regina beatrice s bonifacio,Philippines,philippines,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,PHI2C01,,Philippines
1053,Reilyn Abbigayle Dy So,"So, Reilyn Abbigayle Dy",reilyn abbigayle dy so,Philippines,philippines,1,2022,2022:Merit,2022:201.5,2022:0.3003472222,PHL2A-P04,,Philippines
1054,Rexza Mae Panaligan,"Panaligan, Rexza Mae",rexza mae panaligan,Philippines,philippines,1,2016,2016:Merit,2016:122.5,2016:0.5324427481,PHI-SP-B25,,Philippines
1055,Rickson Caleb Y. Tan,"Tan, Rickson Caleb Y.",rickson caleb y tan,Philippines,philippines,1,2017,2017:Merit,2017:162,2017:0.4581939799,PHI2B04,,Philippines
1056,Robert Frederik Diaz Uy,"Uy, Robert Frederik Diaz",robert frederik diaz uy,Philippines,philippines,2,2015;2016,2015:Merit;2016:Bronze,2015:126;2016:74,2015:0.5909090909;2016:0.7175572519,PHI2A04;PHI-SP-D33,Robert Frederik D. Uy,Philippines
1057,Robert Gerard D. Uy,"Uy, Robert Gerard D.",robert gerard d uy,Philippines,philippines,1,2014,2014:Merit,2014:135,2014:0.5820433437,PHI2B03,,Philippines
1058,Robert Henrik Diaz Uy,"Uy, Robert Henrik Diaz",robert henrik diaz uy,Philippines,philippines,1,2022,2022:Silver,2022:34.5,2022:0.8802083333,PHL2D-P04,,Philippines
1059,Ryan Mark L. Shao,"Shao, Ryan Mark L.",ryan mark l shao,Philippines,philippines,1,2013,2013:Bronze,2013:101,2013:0.656462585,,Ryan Mark Shao,Philippines
1060,Samuel Leonardo Jr. Tibule Zantua,"Zantua, Samuel Leonardo Jr. Tibule",samuel leonardo jr tibule zantua,Philippines,philippines,1,2022,2022:Merit,2022:166,2022:0.4236111111,PHL2B-P04,,Philippines
1061,Sarji Elijah S. Bona,"Bona, Sarji Elijah S.",sarji elijah s bona,Philippines,philippines,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,PHI-SP-D30,,Philippines
1062,Sean Kendrick Ng Yeo,"Yeo, Sean Kendrick Ng",sean kendrick ng yeo,Philippines,philippines,1,2018,2018:Bronze,2018:64,2018:0.7961783439,PHI2A04,Sean Kendrick N. Yeo,Philippines
1063,Sean Matthew G. Tan,"Tan, Sean Matthew G.",sean matthew g tan,Philippines,philippines,1,2017,2017:Bronze,2017:102,2017:0.6588628763,PHI2C03,,Philippines
1064,Shaquille Wyan T. Que,"Que, Shaquille Wyan T.",shaquille wyan t que,Philippines,philippines,1,2013,2013:Gold,2013:13.5,2013:0.9540816327,,,Philippines
1065,Shaun Jacob T. Cua,"Cua, Shaun Jacob T.",shaun jacob t cua,Philippines,philippines,1,2021,2021:Merit,2021:193,2021:0.3814102564,PHL2A-P01,,Philippines
1066,Shaun Lawrence Tiong Poh Leung,"Poh Leung, Shaun Lawrence Tiong",shaun lawrence tiong poh leung,Philippines,philippines,2,2021;2022,2021:Bronze;2022:Bronze,2021:72;2022:75,2021:0.7692307692;2022:0.7395833333,PHL2C-P04;PHL2D-P03,Shaun Lawrence T. Poh Leung,Philippines
1067,Shawn Darren S. Chua,"Chua, Shawn Darren S.",shawn darren s chua,Philippines,philippines,2,2015;2016,2015:Silver;2016:Silver,2015:33.5;2016:37.5,2015:0.8912337662;2016:0.856870229,PHI2D02;PHI-SP-C26,Shawn Darren Chua,Philippines
1068,Sigfred Kerwayne G. Kwan,"Kwan, Sigfred Kerwayne G.",sigfred kerwayne g kwan,Philippines,philippines,1,2017,2017:Bronze,2017:102,2017:0.6588628763,PHI2D03,,Philippines
1069,Stefan Marcus Ang Ong,"Ong, Stefan Marcus Ang",stefan marcus ang ong,Philippines,philippines,1,2013,2013:Silver,2013:21,2013:0.9285714286,,,Philippines
1070,Stephen James Lim Ty,"Ty, Stephen James Lim",stephen james lim ty,Philippines,philippines,1,2015,2015:Silver,2015:58,2015:0.8116883117,PHI2C04,,Philippines
1071,Steven John H. Wang,"Wang, Steven John H.",steven john h wang,Philippines,philippines,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Philippines
1072,Steven Ting Reyes,"Reyes, Steven Ting",steven ting reyes,Philippines,philippines,1,2015,2015:Gold,2015:10,2015:0.9675324675,PHI2B03,,Philippines
1073,Theodore Guanlao Embuscado,"Embuscado, Theodore Guanlao",theodore guanlao embuscado,Philippines,philippines,1,2023,2023:Merit,2023:157,2023:0.4902597403,PHL2C-P01,,Philippines
1074,Tiffany Mae N. Ong,"Ong, Tiffany Mae N.",tiffany mae n ong,Philippines,philippines,1,2013,2013:Silver,2013:21,2013:0.9285714286,,,Philippines
1075,Tracy Lauren T. Lei,"Lei, Tracy Lauren T.",tracy lauren t lei,Philippines,philippines,1,2019,2019:Bronze,2019:87,2019:0.6588235294,PHI2A04,,Philippines
1076,Trevor Achilles Daguman Barruga,"Barruga, Trevor Achilles Daguman",trevor achilles daguman barruga,Philippines,philippines,1,2022,2022:Merit,2022:166,2022:0.4236111111,PHL2B-P01,,Philippines
1077,Trisha Danielle Ko Sia,"Sia, Trisha Danielle Ko",trisha danielle ko sia,Philippines,philippines,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,PHI2C03,,Philippines
1078,Vanessa Ryanne G. Julio,"Julio, Vanessa Ryanne G.",vanessa ryanne g julio,Philippines,philippines,1,2016,2016:Silver,2016:37.5,2016:0.856870229,PHI-SP-A19,,Philippines
1079,Vicente Raphael C. Chan,"Chan, Vicente Raphael C.",vicente raphael c chan,Philippines,philippines,1,2013,2013:Gold,2013:13.5,2013:0.9540816327,,,Philippines
1080,Vince Dexter Y. Ang,"Ang, Vince Dexter Y.",vince dexter y ang,Philippines,philippines,1,2016,2016:Bronze,2016:97,2016:0.6297709924,PHI-SP-B22,,Philippines
1081,Vlade Montgomery Sy Guillermo,"Guillermo, Vlade Montgomery Sy",vlade montgomery sy guillermo,Philippines,philippines,1,2023,2023:Merit,2023:220,2023:0.2857142857,PHL2A-P02,,Philippines
1082,Wesley Gavin G. Palomar,"Palomar, Wesley Gavin G.",wesley gavin g palomar,Philippines,philippines,2,2015;2016,2015:Merit;2016:Merit,2015:161.5;2016:122.5,2015:0.4756493506;2016:0.5324427481,PHI2A01;PHI-SP-D32,Wesley Gavin Palomar,Philippines
1083,William Joshua G. King,"King, William Joshua G.",william joshua g king,Philippines,philippines,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Philippines
1084,Wyumi Gianina Chua Ng,"Ng, Wyumi Gianina Chua",wyumi gianina chua ng,Philippines,philippines,1,2023,2023:Bronze,2023:78,2023:0.7467532468,PHL2C-P04,,Philippines
1085,Zion Skye Earl Carmelo C. Uy,"Uy, Zion Skye Earl Carmelo C.",zion skye earl carmelo c uy,Philippines,philippines,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,PHL2D-P04,,Philippines
1086,Byeongcheol Lee,"Lee, Byeongcheol",byeongcheol lee,Republic of Korea,republic of korea,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Republic of Korea
1087,Byungjun Kim,"Kim, Byungjun",byungjun kim,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,KOR2I01,,Republic of Korea
1088,Chanwoo Baek,"Baek, Chanwoo",chanwoo baek,Republic of Korea,republic of korea,1,2019,2019:Merit,2019:131,2019:0.4862745098,KOR2B04,,Republic of Korea
1089,Dohyun Kim,"Kim, Dohyun",dohyun kim,Republic of Korea,republic of korea,1,2022,2022:Merit,2022:166,2022:0.4236111111,KOR2B-P03,,Republic of Korea
1090,Donghyun Kwon,"Kwon, Donghyun",donghyun kwon,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,KOR2A01,,Republic of Korea
1091,Dongwan Ryu,"Ryu, Dongwan",dongwan ryu,Republic of Korea,republic of korea,2,2021;2022,2021:Bronze;2022:Bronze,2021:92.5;2022:102.5,2021:0.703525641;2022:0.6440972222,KOR2A-P03;KOR2A-P04,Dong Wan Ryu,Republic of Korea
1092,Dongyeon An,"An, Dongyeon",dongyeon an,Republic of Korea,republic of korea,1,2017,2017:Merit,2017:132,2017:0.5585284281,KOR2C03,,Republic of Korea
1093,Douk Kim,"Kim, Douk",douk kim,Republic of Korea,republic of korea,1,2015,2015:Merit,2015:198,2015:0.3571428571,KOR2A04,,Republic of Korea
1094,Doyeup Lee,"Lee, Doyeup",doyeup lee,Republic of Korea,republic of korea,2,2013;2014,2013:Merit;2014:Bronze,2013:185;2014:80,2013:0.3707482993;2014:0.7523219814,;KOR2H01,Doyoup Lee,Republic of Korea
1095,Doyun Kim,"Kim, Doyun",doyun kim,Republic of Korea,republic of korea,1,2022,2022:Bronze,2022:75,2022:0.7395833333,KOR2A-P02,,Republic of Korea
1096,Eunji Lim,"Lim, Eunji",eunji lim,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:135,2014:0.5820433437,KOR2A04,,Republic of Korea
1097,Garin Goo,"Goo, Garin",garin goo,Republic of Korea,republic of korea,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Republic of Korea
1098,Geonhoon Kim,"Kim, Geonhoon",geonhoon kim,Republic of Korea,republic of korea,1,2015,2015:Merit,2015:198,2015:0.3571428571,KOR2D03,,Republic of Korea
1099,Geunyoung Jang,"Jang, Geunyoung",geunyoung jang,Republic of Korea,republic of korea,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,KOR2G01,,Republic of Korea
1100,Gunho No,"No, Gunho",gunho no,Republic of Korea,republic of korea,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,KOR2B04,,Republic of Korea
1101,Gyu-Da Kang,"Kang, Gyu-Da",gyu da kang,Republic of Korea,republic of korea,1,2021,2021:Merit,2021:136.5,2021:0.5625,KOR2D-P01,,Republic of Korea
1102,Haejin Joo,"Joo, Haejin",haejin joo,Republic of Korea,republic of korea,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Republic of Korea
1103,Hyeongun Kim,"Kim, Hyeongun",hyeongun kim,Republic of Korea,republic of korea,2,2014;2015,2014:Bronze;2015:Merit,2014:104.5;2015:126,2014:0.6764705882;2015:0.5909090909,KOR2E01;KOR2D01,,Republic of Korea
1104,Ian Choi,"Choi, Ian",ian choi,Republic of Korea,republic of korea,1,2022,2022:Merit,2022:131,2022:0.5451388889,KOR2C-P02,,Republic of Korea
1105,Jaebeom Cho,"Cho, Jaebeom",jaebeom cho,Republic of Korea,republic of korea,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Republic of Korea
1106,Jeonghyeok Hwang,"Hwang, Jeonghyeok",jeonghyeok hwang,Republic of Korea,republic of korea,3,2021;2022;2023,2021:Bronze;2022:Gold;2023:Gold,2021:72;2022:11.5;2023:2.5,2021:0.7692307692;2022:0.9600694444;2023:0.9918831169,KOR2A-P02;KOR2A-P01;KOR2A-P02,Jeong Hyeok Hwang,Republic of Korea
1107,Jeongwoo Kim,"Kim, Jeongwoo",jeongwoo kim,Republic of Korea,republic of korea,1,2013,2013:Merit,2013:185,2013:0.3707482993,,,Republic of Korea
1108,Ji-Hu Yun,"Yun, Ji-Hu",ji hu yun,Republic of Korea,republic of korea,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,KOR2D-P04,,Republic of Korea
1109,Jiho Jeong,"Jeong, Jiho",jiho jeong,Republic of Korea,republic of korea,1,2015,2015:Merit,2015:198,2015:0.3571428571,KOR2B03,,Republic of Korea
1110,Jihoon Bae,"Bae, Jihoon",jihoon bae,Republic of Korea,republic of korea,1,2014,2014:Bronze,2014:80,2014:0.7523219814,KOR2D02,,Republic of Korea
1111,Jinwoo Jeong,"Jeong, Jinwoo",jinwoo jeong,Republic of Korea,republic of korea,1,2015,2015:Merit,2015:126,2015:0.5909090909,KOR2A02,,Republic of Korea
1112,Jinwoo Lim,"Lim, Jinwoo",jinwoo lim,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:185.5,2014:0.4256965944,KOR2C03,,Republic of Korea
1113,Jitae Kim,"Kim, Jitae",jitae kim,Republic of Korea,republic of korea,1,2013,2013:Gold,2013:13.5,2013:0.9540816327,,,Republic of Korea
1114,Jongwoo Kim,"Kim, Jongwoo",jongwoo kim,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:135,2014:0.5820433437,KOR2A03,,Republic of Korea
1115,Joonseop Huh,"Huh, Joonseop",joonseop huh,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:185.5,2014:0.4256965944,KOR2I03,,Republic of Korea
1116,Juhwan Lee,"Lee, Juhwan",juhwan lee,Republic of Korea,republic of korea,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,KOR2C02,,Republic of Korea
1117,Jungmin Kim,"Kim, Jungmin",jungmin kim,Republic of Korea,republic of korea,1,2015,2015:Bronze,2015:93,2015:0.6980519481,KOR2B01,,Republic of Korea
1118,Jungmin Lee,"Lee, Jungmin",jungmin lee,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:135,2014:0.5820433437,KOR2K03,,Republic of Korea
1119,Jungwoo Kim,"Kim, Jungwoo",jungwoo kim,Republic of Korea,republic of korea,2,2018;2019,2018:Merit;2019:Bronze,2018:177.5;2019:66.5,2018:0.4347133758;2019:0.7392156863,KOR2D04;KOR2B03,,Republic of Korea
1120,Junyeong Park,"Park, Junyeong",junyeong park,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,KOR2G02,,Republic of Korea
1121,Kangin Choi,"Choi, Kangin",kangin choi,Republic of Korea,republic of korea,2,2014;2015,2014:Merit;2015:Merit,2014:164.5;2015:126,2014:0.4907120743;2015:0.5909090909,KOR2C01;KOR2A03,,Republic of Korea
1122,Kyunglin Yang,"Yang, Kyunglin",kyunglin yang,Republic of Korea,republic of korea,1,2014,2014:Bronze,2014:80,2014:0.7523219814,KOR2H03,,Republic of Korea
1123,Mingyu Kwak,"Kwak, Mingyu",mingyu kwak,Republic of Korea,republic of korea,1,2014,2014:Merit,2014:135,2014:0.5820433437,KOR2J01,,Republic of Korea
1124,Minhyeon Kang,"Kang, Minhyeon",minhyeon kang,Republic of Korea,republic of korea,1,2021,2021:Merit,2021:193,2021:0.3814102564,KOR2C-P04,Min Hyeon Kang,Republic of Korea
